iter	Passed	Remaining
785	6187	1684
786	6197	1677
787	6203	1668
788	6209	1660
789	6217	1652
790	6230	1646
791	6239	1638
792	6251	1631
793	6262	1624
794	6269	1616
795	6276	1608
796	6285	1601
797	6295	1593
798	6304	1586
799	6312	1578
800	6321	1570
801	6338	1564
802	6346	1557
803	6356	1549
804	6363	1541
805	6369	1533
806	6377	1525
807	6384	1517
808	6392	1509
809	6399	1501
810	6405	1492
811	6412	1484
812	6421	1477
813	6433	1470
814	6440	1462
815	6447	1453
816	6456	1446
817	6463	1438
818	6472	1430
819	6482	1423
820	6491	1415
821	6499	1407
822	6508	1399
823	6518	1392
824	6534	1386
825	6541	1377
826	6551	1370
827	6562	1363
828	6571	1355
829	6583	1348
830	6590	1340
831	6596	1331
832	6602	1323
833	6609	1315
834	6617	1307
835	6629	1300
836	6635	1292
837	6646	1284
838	6651	1276
839	6658	1268
840	6665	1260
841	6671	1251
842	6683	1244
843	6689	1236
844	6696	1228
845	6704	1220
846	6714	1212
847	6726	1205
848	6732	1197
849	6742	1189
850	6748	1181
851	6755	1173
852	6762	1165
853	6768	1157
854	6778	1149
855	6784	1141
856	6791	1133
857	6799	1125
858	6808	1117
859	6820	1110
860	6828	1102
861	6840	1095
862	6847	1087
863	6853	1078
864	6860	1070
865	6870	1063
866	6876	1054
867	6883	1046
868	6889	1038
869	6896	1030
870	6905	1022
871	6922	1016
872	6929	1008
873	6938	1000
874	6945	992
875	6952	984
876	6958	975
877	6968	968
878	6974	960
879	6981	951
880	6987	943
881	6997	936
882	7003	928
883	7017	920
884	7024	912
885	7033	905
886	7040	896
887	7046	888
888	7052	880
889	7061	872
890	7068	864
891	7075	856
892	7081	848
893	7088	840
894	7097	832
895	7104	824
896	7121	817
897	7130	809
898	7137	801
899	7144	793
900	7150	785
901	7160	777
902	7167	769
903	7173	761
904	7181	753
905	7191	746
906	7198	738
907	7212	730
908	7223	723
909	7229	715
910	7236	706
911	7243	698
912	7251	691
913	7260	683
914	7266	675
915	7273	666
916	7280	658
917	7289	651
918	7295	643
919	7311	635
920	7322	628
921	7328	620
922	7335	611
923	7341	603
924	7351	596
925	7357	587
926	7363	579
927	7370	571
928	7375	563
929	7385	555
930	7391	547
931	7403	540
932	7412	532
933	7421	524
934	7428	516
935	7433	508
936	7440	500
937	7449	492
938	7456	484
939	7463	476
940	7470	468
941	7480	460
942	7487	452
943	7493	444
944	7502	436
945	7515	429
946	7523	421
947	7529	413
948	7536	405
949	7545	397
950	7552	389
951	7559	381
952	7566	373
953	7576	365
954	7583	357
955	7589	349
956	7601	341
957	7610	333
958	7617	325
959	7623	317
960	7629	309
961	7641	301
962	7649	293
963	7656	285
964	7663	277
965	7672	270
966	7679	262
967	7685	254
968	7699	246
969	7709	238
970	7716	230
971	7723	222
972	7729	214
973	7738	206
974	7744	198
975	7751	190
976	7758	182
977	7768	174
978	7775	166
979	7781	158
980	7796	150
981	7806	143
982	7812	135
983	7819	127
984	7825	119
985	7834	111
986	7841	103
987	7848	95
988	7856	87
989	7866	79
990	7872	71
991	7879	63
992	7895	55
993	7904	47
994	7910	39
995	7917	31
996	7927	23
997	7933	15
998	7939	7
999	7946	0
