iter	RMSE
196	7291.561816
197	7280.920299
198	7277.477325
199	7272.912889
200	7264.656829
201	7262.219517
202	7258.31028
203	7247.97409
204	7219.824722
205	7215.848555
206	7214.842542
207	7214.716903
208	7212.063077
209	7209.367892
210	7205.044101
211	7197.753672
212	7192.752105
213	7189.461175
214	7184.563696
215	7173.956201
216	7165.016051
217	7154.777155
218	7149.883384
219	7145.365432
220	7121.033306
221	7117.334314
222	7107.789005
223	7103.373622
224	7103.271947
225	7099.583405
226	7091.283546
227	7088.697845
228	7078.891976
229	7073.961315
230	7050.501056
231	7027.685116
232	7022.00167
233	7014.528106
234	7006.51519
235	7006.429813
236	7004.620405
237	6975.358642
238	6947.853812
239	6944.077386
240	6939.688839
241	6935.280236
242	6931.506305
243	6927.834742
244	6920.351381
245	6909.426552
246	6903.830756
247	6894.800647
248	6888.836785
249	6888.756819
250	6882.78624
251	6874.452549
252	6869.89402
253	6868.012606
254	6864.128855
255	6859.97077
256	6845.325388
257	6837.624317
258	6834.341956
259	6825.179161
260	6807.665756
261	6806.590492
262	6805.287519
263	6802.478075
264	6793.654998
265	6787.118419
266	6784.655719
267	6761.121506
268	6758.41195
269	6751.647304
270	6742.476177
271	6737.59194
272	6732.723439
273	6731.325006
274	6730.512248
275	6723.632746
276	6721.260627
277	6696.982569
278	6692.640468
279	6669.735479
280	6659.047651
281	6656.431484
282	6652.994232
283	6650.97595
284	6647.94229
285	6640.998653
286	6637.430545
287	6629.007994
288	6615.535431
289	6608.557009
290	6606.059122
291	6599.400543
292	6594.17894
293	6588.273272
294	6587.582846
295	6583.376527
296	6580.244955
297	6577.905294
298	6575.908263
299	6564.908898
300	6561.514463
301	6559.517083
302	6556.348839
303	6553.744011
304	6546.630362
305	6542.083939
306	6539.777873
307	6537.114404
308	6533.27789
309	6523.872041
310	6519.01334
311	6512.72772
312	6511.211697
313	6505.483881
314	6502.606673
315	6500.265016
316	6498.311041
317	6491.710044
318	6487.452233
319	6481.982561
320	6466.432028
321	6464.096827
322	6456.139354
323	6453.411215
324	6450.615403
325	6445.538799
326	6441.326503
327	6437.169561
328	6432.632111
329	6429.635257
330	6405.67988
331	6403.088529
332	6381.16029
333	6374.517562
334	6373.205809
335	6369.999172
336	6360.619333
337	6346.718514
338	6340.404328
339	6320.531494
340	6316.435484
341	6300.959883
342	6298.202034
343	6294.4846
344	6282.280323
345	6279.541467
346	6275.962628
347	6270.283397
348	6265.324544
349	6254.066772
350	6250.760007
351	6247.776873
352	6245.415602
353	6243.336491
354	6236.503883
355	6230.01954
356	6216.715892
357	6209.024593
358	6206.811451
359	6202.905891
360	6197.991263
361	6193.295194
362	6191.310902
363	6187.843454
364	6184.55125
365	6182.593494
366	6179.780587
367	6174.442357
368	6168.94568
369	6167.002381
370	6158.496715
371	6156.265914
372	6151.973238
373	6142.121772
374	6139.773663
375	6134.270597
376	6126.811539
377	6123.430454
378	6115.901393
379	6112.629404
380	6108.984818
381	6100.136438
382	6097.755466
383	6096.021238
384	6091.492278
385	6088.880359
386	6086.370304
387	6083.023488
388	6079.837566
389	6078.899597
390	6068.721752
391	6066.051869
392	6063.546126
393	6061.903974
394	6056.1963
395	6053.800153
396	6053.730754
397	6050.700402
398	6047.808673
399	6042.846463
400	6040.061969
401	6036.295439
402	6035.404704
403	6031.414625
404	6029.756399
405	6027.20955
406	6024.9367
407	6023.450078
408	6021.562528
409	6020.326003
410	6015.716392
411	6013.343746
412	6010.713012
413	6009.187573
414	6006.670726
415	6003.417885
416	6000.031898
417	5997.916025
418	5995.684631
419	5991.359725
420	5989.434907
421	5984.227853
422	5979.059752
423	5976.72901
424	5974.29832
425	5972.369552
426	5964.824856
427	5956.664163
428	5955.396424
429	5953.158399
430	5952.161106
431	5945.292448
432	5943.536104
433	5941.816641
434	5938.765603
435	5919.479878
436	5916.150882
437	5913.607416
438	5910.93311
439	5906.553043
440	5905.356227
441	5903.419967
442	5901.524003
443	5899.296393
444	5881.334591
445	5879.883138
446	5878.76357
447	5874.885857
448	5863.607743
449	5859.555235
450	5856.166075
451	5854.827948
452	5852.944657
453	5851.021841
454	5845.943819
455	5840.997759
456	5836.053606
457	5831.793339
458	5828.195993
459	5825.373023
460	5822.012293
461	5816.888424
462	5815.10616
463	5812.304558
464	5808.785288
465	5805.697144
466	5804.888621
467	5802.319976
468	5801.002095
469	5798.334148
470	5795.153125
471	5791.723564
472	5788.520348
473	5786.52148
474	5785.069446
475	5782.482341
476	5782.332935
477	5780.224419
478	5777.779911
479	5767.812269
480	5766.823854
481	5764.060856
482	5761.070372
483	5758.609254
484	5754.793615
485	5751.983794
486	5745.757605
487	5744.19463
488	5738.757687
489	5736.587208
490	5732.491613
491	5730.738016
492	5727.390541
493	5726.918145
494	5723.171685
495	5721.786096
496	5720.385161
497	5715.226552
498	5713.62748
499	5709.922567
500	5706.257857
501	5702.630572
502	5693.082756
503	5690.86398
504	5689.108115
505	5677.659961
506	5676.399056
507	5666.58986
508	5658.674892
509	5656.013207
510	5652.398168
511	5648.086629
512	5644.251452
513	5641.270579
514	5639.566109
515	5637.347499
516	5632.891859
517	5617.78605
518	5616.199755
519	5614.006018
520	5611.052995
521	5607.707776
522	5604.515643
523	5601.670595
524	5600.005127
525	5597.427428
526	5594.969159
527	5592.908663
528	5586.873391
529	5584.391851
530	5579.389536
531	5571.242005
532	5559.095426
533	5557.545376
534	5555.547055
535	5551.943479
536	5543.637093
537	5540.49386
538	5538.68875
539	5535.658557
540	5533.774819
541	5531.646926
542	5529.457773
543	5527.946169
544	5525.131576
545	5522.486557
546	5519.531166
547	5509.935328
548	5509.137081
549	5502.504024
550	5496.361301
551	5493.813609
552	5492.21041
553	5488.97141
554	5485.566956
555	5482.769144
556	5480.413736
557	5478.018992
558	5476.244734
559	5473.440822
560	5471.935457
561	5469.596487
562	5468.450277
563	5464.77452
564	5461.72938
565	5457.770553
566	5455.255402
567	5454.041137
568	5453.997303
569	5450.768244
570	5447.839394
571	5446.592732
572	5445.751013
573	5441.851547
574	5439.669206
575	5436.143613
576	5432.453406
577	5422.68796
578	5421.4412
579	5420.245488
580	5419.265609
581	5415.99042
582	5412.336528
583	5408.874273
584	5406.584605
585	5404.628312
586	5401.372369
587	5397.055464
588	5396.530406
589	5393.463055
590	5389.52118
591	5382.802251
592	5379.875761
593	5378.463914
594	5377.876387
595	5376.497623
596	5372.131839
597	5369.341444
598	5367.565877
599	5365.814744
600	5364.531086
601	5360.384203
602	5358.390676
603	5356.08303
604	5353.063935
605	5350.204593
606	5348.216534
607	5346.919365
608	5343.3946
609	5341.830827
610	5339.797139
611	5336.021153
612	5334.820105
613	5332.631492
614	5330.07502
615	5327.141433
616	5326.209691
617	5323.183049
618	5318.378713
619	5317.559043
620	5316.536539
621	5314.236334
622	5312.335913
623	5310.045285
624	5306.181466
625	5303.402557
626	5298.678068
627	5296.235414
628	5294.321778
629	5290.416294
630	5287.381708
631	5287.274683
632	5284.271263
633	5281.484592
634	5279.494439
635	5275.9206
636	5274.051022
637	5271.927378
638	5269.787843
639	5263.771529
640	5257.352678
641	5254.939094
642	5253.620062
643	5251.547694
644	5245.211881
645	5242.856921
646	5239.230689
647	5236.331871
648	5234.549498
649	5231.577412
650	5230.198611
651	5228.121686
652	5219.758901
653	5218.368645
654	5215.992172
655	5213.421127
656	5211.76757
657	5210.292071
658	5207.609367
659	5205.078342
660	5202.530323
661	5200.613039
662	5197.943037
663	5195.459297
664	5192.582062
665	5188.019146
666	5185.821278
667	5182.793171
668	5180.685514
669	5178.815127
670	5175.745223
671	5173.352601
672	5169.457257
673	5164.859941
674	5160.72778
675	5159.767104
676	5158.184766
677	5151.303516
678	5148.419001
679	5147.564391
680	5146.116866
681	5141.618656
682	5140.820237
683	5138.708076
684	5135.520902
685	5132.753031
686	5128.140702
687	5126.046111
688	5121.221083
689	5118.75399
690	5116.42093
691	5113.87622
692	5109.134407
693	5107.415961
694	5106.52829
695	5105.044046
696	5099.15059
697	5097.616593
698	5095.681299
699	5094.392035
700	5092.903936
701	5091.143257
702	5088.713857
703	5083.282478
704	5081.939613
705	5080.350266
706	5074.957877
707	5073.691363
708	5071.147756
709	5068.66132
710	5066.444782
711	5065.09243
712	5063.734432
713	5060.681892
714	5048.815938
715	5047.77123
716	5046.220608
717	5046.113518
718	5044.21453
719	5041.146021
720	5038.867684
721	5036.245256
722	5034.307794
723	5033.494414
724	5031.606331
725	5028.140502
726	5026.548301
727	5019.853502
728	5018.215327
729	5012.338103
730	5010.643115
731	5010.569423
732	5006.996071
733	5005.090692
734	5003.959665
735	5002.820884
736	4996.931335
737	4993.608381
738	4988.787387
739	4985.049073
740	4981.809458
741	4980.432784
742	4978.438654
743	4973.425187
744	4972.327451
745	4971.034508
746	4969.666658
747	4966.76663
748	4965.025889
749	4962.051322
750	4952.142626
751	4949.133793
752	4945.746607
753	4942.779273
754	4939.589955
755	4937.277475
756	4934.932325
757	4933.482088
758	4932.168326
759	4930.528337
760	4927.197502
761	4926.498773
762	4924.357052
763	4921.895621
764	4919.65754
765	4918.191901
766	4916.131352
767	4912.675105
768	4905.115794
769	4903.16449
770	4894.509203
771	4891.295337
772	4889.012094
773	4886.746186
774	4885.121522
775	4879.476266
776	4878.346194
777	4876.248725
778	4873.935775
779	4873.36688
780	4871.726984
781	4860.58511
782	4859.459804
783	4858.898415
784	4858.32004
785	4856.953183
786	4853.087115
787	4851.12093
788	4849.587752
789	4848.174548
790	4845.651972
791	4844.753309
792	4843.292619
793	4842.227007
794	4839.281536
795	4838.724414
796	4837.617876
797	4836.789638
798	4834.778611
799	4832.535851
800	4831.324212
801	4828.12714
802	4826.888665
803	4825.286463
804	4822.963319
805	4815.949701
806	4814.402183
807	4811.868111
808	4808.258634
809	4805.385997
810	4803.403684
811	4802.318755
812	4799.311405
813	4797.359191
814	4795.60723
815	4791.253816
816	4785.588514
817	4783.441415
818	4781.044992
819	4779.014298
820	4777.865036
821	4777.38492
822	4775.933075
823	4775.000546
824	4767.449681
825	4764.532889
826	4762.637114
827	4759.517094
828	4757.789877
829	4756.542085
830	4753.750673
831	4752.338705
832	4750.885006
833	4749.569034
834	4748.121469
835	4746.322519
836	4744.894883
837	4743.797493
838	4743.736783
839	4742.898937
840	4739.558736
841	4737.786728
842	4736.009572
843	4732.814628
844	4729.289162
845	4727.525259
846	4727.024624
847	4725.948704
848	4722.330632
849	4720.372105
850	4719.276214
851	4717.852279
852	4715.940048
853	4709.654321
854	4707.468613
855	4706.052928
856	4705.030529
857	4702.591489
858	4701.70728
859	4700.252692
860	4698.029783
861	4696.135355
862	4694.47476
863	4691.990488
864	4690.709814
865	4688.418857
866	4686.874331
867	4683.830514
868	4682.028168
869	4680.966502
870	4679.446497
871	4676.185108
872	4673.204948
873	4670.50397
874	4669.677651
875	4667.042263
876	4664.769129
877	4659.122281
878	4658.077636
879	4656.971955
880	4656.179744
881	4653.128582
882	4651.212004
883	4649.701939
884	4648.483295
885	4645.836656
886	4643.325555
887	4642.313344
888	4641.072209
889	4639.851321
890	4638.003267
891	4636.89226
892	4635.481053
893	4634.016149
894	4631.207858
895	4630.076215
896	4624.715607
897	4620.43286
898	4619.124441
899	4616.539643
900	4614.015667
901	4612.89351
902	4611.652645
903	4610.126361
904	4608.372161
905	4606.777826
906	4605.969032
907	4601.776191
908	4598.802675
909	4598.3186
910	4596.234434
911	4593.348875
912	4590.875709
913	4589.289469
914	4586.666253
915	4586.150408
916	4583.806617
917	4580.51224
918	4578.818463
919	4576.757251
920	4575.269436
921	4572.743853
922	4571.944364
923	4571.018088
924	4570.205052
925	4569.024524
926	4568.19785
927	4567.788669
928	4567.709849
929	4566.142095
930	4565.622985
931	4565.012635
932	4560.933588
933	4560.250284
934	4554.192531
935	4552.994283
936	4551.3768
937	4548.234576
938	4546.351125
939	4544.062893
940	4542.990851
941	4540.827073
942	4539.098304
943	4536.343299
944	4535.134342
945	4533.962834
946	4532.479218
947	4530.623597
948	4528.528792
949	4527.581255
950	4525.908971
951	4524.56102
952	4522.106965
953	4518.883944
954	4517.882303
955	4516.983923
956	4515.376399
957	4514.052423
958	4508.934413
959	4506.413819
960	4505.208594
961	4503.614379
962	4500.863056
963	4498.626252
964	4497.018155
965	4495.08464
966	4493.982107
967	4492.404952
968	4491.0473
969	4488.87407
970	4487.413544
971	4484.263882
972	4482.719086
973	4481.479552
974	4478.921794
975	4477.36591
976	4475.228097
977	4472.98296
978	4471.283408
979	4470.067164
980	4469.246215
981	4467.685941
982	4466.939387
983	4465.141866
984	4463.735861
985	4461.482972
986	4459.450668
987	4454.684071
988	4453.130683
989	4450.686421
990	4446.541367
991	4444.478335
992	4442.575106
993	4440.40109
994	4438.435539
995	4435.533582
996	4434.175904
997	4433.229668
998	4432.647973
999	4431.68542
