iter	Passed	Remaining
462	743	862
463	744	859
464	744	856
465	745	854
466	745	851
467	746	848
468	747	845
469	747	843
470	748	840
471	748	837
472	749	835
473	750	832
474	751	830
475	752	828
476	754	826
477	755	824
478	770	837
479	771	836
480	773	834
481	773	831
482	777	832
483	779	830
484	780	828
485	781	826
486	782	823
487	782	821
488	786	821
489	786	819
490	787	816
491	789	814
492	789	812
493	792	811
494	803	819
495	803	816
496	807	817
497	809	815
498	810	813
499	812	812
500	813	810
501	814	807
502	815	805
503	817	804
504	818	802
505	819	799
506	820	797
507	820	795
508	825	795
509	825	793
510	826	790
511	827	788
512	827	785
513	828	783
514	829	780
515	830	778
516	830	776
517	832	774
518	833	772
519	835	771
520	839	771
521	843	771
522	854	778
523	855	776
524	856	775
525	857	772
526	858	770
527	864	772
528	865	770
529	867	768
530	868	767
531	871	766
532	873	765
533	875	764
534	878	763
535	887	768
536	889	766
537	890	764
538	897	767
539	899	766
540	902	765
541	910	769
542	919	773
543	920	771
544	922	770
545	923	767
546	924	765
547	925	763
548	925	760
549	926	758
550	929	757
551	931	756
552	933	754
553	934	752
554	935	749
555	935	747
556	937	745
557	939	744
558	940	741
559	941	739
560	944	739
561	945	736
562	946	734
563	947	732
564	948	730
565	948	727
566	949	725
567	950	722
568	951	720
569	952	718
570	953	716
571	954	714
572	955	712
573	956	709
574	957	707
575	957	705
576	958	702
577	959	700
578	960	698
579	961	696
580	962	694
581	963	692
582	964	689
583	965	687
584	967	686
585	971	686
586	972	684
587	973	682
588	974	679
589	975	677
590	976	675
591	977	673
592	977	671
593	978	668
594	979	666
595	980	664
596	981	662
597	982	660
598	983	658
599	984	656
600	985	654
601	986	652
602	995	655
603	998	654
604	999	652
605	1000	650
606	1001	648
607	1003	647
608	1004	644
609	1005	642
610	1006	640
611	1007	638
612	1008	636
613	1009	634
614	1010	632
615	1010	630
616	1011	627
617	1012	625
618	1013	623
619	1014	621
620	1014	619
621	1015	617
622	1016	615
623	1017	613
624	1019	611
625	1020	609
626	1022	608
627	1024	607
628	1025	605
629	1027	603
630	1027	601
631	1028	598
632	1030	597
633	1030	595
634	1031	593
635	1032	591
636	1033	589
637	1034	587
638	1035	585
639	1037	583
640	1037	581
641	1038	579
642	1039	577
643	1040	575
644	1044	574
645	1046	573
646	1051	573
647	1058	575
648	1066	576
649	1069	575
650	1071	574
651	1073	573
652	1076	571
653	1078	570
654	1083	570
655	1085	568
656	1086	567
657	1093	568
658	1095	566
659	1102	567
660	1106	567
661	1107	565
662	1109	564
663	1111	562
664	1112	560
665	1113	558
666	1117	557
667	1123	558
668	1126	557
669	1128	555
670	1130	554
671	1132	552
672	1134	551
673	1145	554
674	1146	551
675	1147	549
676	1147	547
677	1148	545
678	1154	546
679	1156	544
680	1158	542
681	1158	540
682	1160	538
683	1161	536
684	1170	538
685	1173	537
686	1175	535
687	1175	533
688	1180	532
689	1181	530
690	1182	528
691	1184	527
692	1186	525
693	1190	524
694	1191	522
695	1192	520
696	1197	520
697	1216	526
698	1228	529
699	1229	526
700	1230	524
701	1231	522
702	1231	520
703	1232	518
704	1233	516
705	1234	514
706	1235	511
707	1236	509
708	1236	507
709	1238	505
710	1240	504
711	1243	502
712	1246	501
713	1247	499
714	1247	497
715	1248	495
716	1250	493
717	1251	491
718	1252	489
719	1253	487
720	1254	485
721	1255	483
722	1255	481
723	1256	479
724	1257	476
725	1258	474
726	1258	472
727	1259	470
728	1260	468
729	1260	466
730	1261	464
731	1262	462
732	1262	459
733	1263	457
734	1263	455
735	1264	453
736	1265	451
737	1265	449
738	1266	447
739	1266	445
740	1267	443
741	1268	441
742	1269	438
743	1269	436
744	1270	434
745	1270	432
746	1271	430
747	1272	428
748	1272	426
749	1273	424
750	1274	422
751	1275	420
752	1276	418
753	1277	416
754	1278	414
755	1278	412
756	1279	410
757	1280	408
758	1280	406
759	1281	404
760	1282	402
761	1282	400
762	1283	398
763	1283	396
764	1284	394
765	1285	392
766	1285	390
767	1286	388
768	1287	386
769	1288	384
770	1288	382
771	1289	380
772	1290	378
773	1290	376
774	1291	374
775	1292	372
776	1292	371
777	1293	369
778	1293	367
779	1300	366
780	1302	365
781	1303	363
782	1304	361
783	1305	359
784	1306	357
785	1306	355
786	1307	353
787	1308	351
788	1308	349
789	1309	348
790	1309	346
791	1310	344
792	1311	342
793	1311	340
794	1312	338
795	1312	336
796	1313	334
797	1314	332
798	1314	330
799	1315	328
800	1316	326
801	1316	325
802	1317	323
803	1318	321
804	1318	319
805	1319	317
806	1320	315
807	1320	313
808	1321	311
809	1322	310
810	1322	308
811	1323	306
812	1324	304
813	1325	302
814	1327	301
815	1327	299
816	1329	297
817	1329	295
818	1330	294
819	1331	292
820	1332	290
821	1333	288
822	1334	286
823	1334	285
824	1335	283
825	1336	281
826	1337	279
827	1338	277
828	1338	276
829	1339	274
830	1340	272
831	1341	270
832	1343	269
833	1343	267
834	1344	265
835	1345	263
836	1346	262
837	1347	260
838	1348	258
839	1349	256
840	1349	255
841	1350	253
842	1351	251
843	1354	250
844	1355	248
845	1356	246
846	1357	245
847	1358	243
848	1359	241
849	1359	239
850	1360	238
851	1361	236
852	1362	234
853	1362	233
854	1363	231
855	1364	229
856	1365	227
857	1366	226
858	1367	224
859	1368	222
860	1369	221
861	1369	219
862	1370	217
863	1371	215
864	1373	214
865	1376	212
866	1377	211
867	1378	209
868	1381	208
869	1383	206
870	1384	205
871	1385	203
872	1386	201
873	1386	199
874	1387	198
875	1388	196
876	1389	194
877	1391	193
878	1393	191
879	1394	190
880	1395	188
881	1396	186
882	1397	185
883	1398	183
884	1399	181
885	1403	180
886	1404	178
887	1405	177
888	1406	175
889	1407	173
890	1408	172
891	1409	170
892	1410	168
893	1410	167
894	1411	165
895	1413	164
896	1414	162
897	1415	160
898	1416	159
899	1416	157
900	1417	155
901	1419	154
902	1420	152
903	1420	150
904	1421	149
905	1422	147
906	1436	147
907	1438	145
908	1439	144
909	1440	142
910	1441	140
911	1442	139
912	1442	137
913	1443	135
914	1444	134
915	1445	132
916	1446	130
917	1447	129
918	1448	127
919	1449	126
920	1450	124
921	1452	122
922	1453	121
923	1455	119
924	1458	118
925	1459	116
926	1461	115
927	1462	113
928	1463	111
929	1465	110
930	1466	108
931	1467	107
932	1468	105
933	1470	103
934	1471	102
935	1472	100
936	1473	99
937	1474	97
938	1474	95
939	1475	94
940	1476	92
941	1477	90
942	1477	89
943	1478	87
944	1479	86
945	1481	84
946	1483	83
947	1484	81
948	1484	79
949	1486	78
950	1486	76
951	1487	74
952	1487	73
953	1488	71
954	1489	70
955	1489	68
956	1490	66
957	1491	65
958	1492	63
959	1492	62
960	1494	60
961	1494	59
962	1495	57
963	1496	55
964	1497	54
965	1497	52
966	1498	51
967	1498	49
968	1499	47
969	1500	46
970	1501	44
971	1502	43
972	1502	41
973	1503	40
974	1504	38
975	1504	37
976	1505	35
977	1506	33
978	1508	32
979	1509	30
980	1510	29
981	1511	27
982	1511	26
983	1512	24
984	1513	23
985	1513	21
986	1514	19
987	1515	18
988	1516	16
989	1516	15
990	1517	13
991	1518	12
992	1518	10
993	1519	9
994	1520	7
995	1520	6
996	1521	4
997	1522	3
998	1522	1
999	1523	0
