iter	RMSE
174	1880.510048
175	1871.826429
176	1865.897964
177	1852.571059
178	1840.620349
179	1827.548737
180	1820.470433
181	1812.845508
182	1799.603221
183	1792.17498
184	1784.579011
185	1773.705599
186	1768.205182
187	1757.020184
188	1751.307419
189	1742.019951
190	1735.090566
191	1724.470433
192	1712.123477
193	1700.442192
194	1694.334153
195	1685.720561
196	1675.593948
197	1665.121885
198	1658.572442
199	1650.437821
200	1639.518657
201	1629.198827
202	1623.933262
203	1618.058246
204	1607.670946
205	1599.480897
206	1594.275934
207	1588.313354
208	1576.631266
209	1569.597272
210	1560.35233
211	1554.698969
212	1544.847062
213	1539.755277
214	1532.163115
215	1526.457637
216	1520.891336
217	1515.639404
218	1504.315833
219	1495.335033
220	1484.68737
221	1474.955848
222	1469.064023
223	1461.816006
224	1456.94638
225	1451.814825
226	1444.655454
227	1439.752859
228	1432.476701
229	1428.166938
230	1423.400266
231	1417.903534
232	1412.68072
233	1407.320767
234	1400.905597
235	1395.631106
236	1389.740612
237	1383.82405
238	1376.238881
239	1368.848178
240	1363.7748
241	1357.395031
242	1348.437485
243	1343.924698
244	1336.823107
245	1332.129906
246	1326.470545
247	1321.626806
248	1316.843807
249	1312.040136
250	1307.248235
251	1302.930254
252	1295.874696
253	1291.661242
254	1287.265992
255	1280.918951
256	1272.918306
257	1265.84678
258	1261.732034
259	1257.602542
260	1253.456905
261	1249.227944
262	1244.636788
263	1238.744283
264	1234.775048
265	1225.761999
266	1222.073213
267	1218.273565
268	1214.181654
269	1209.708023
270	1205.838833
271	1201.962518
272	1195.497536
273	1187.785642
274	1180.294396
275	1173.905039
276	1167.479623
277	1163.704997
278	1159.851041
279	1152.845393
280	1146.290585
281	1140.248371
282	1136.28119
283	1132.223106
284	1128.203422
285	1122.447931
286	1116.970098
287	1110.830721
288	1103.896296
289	1100.061273
290	1096.369461
291	1092.479492
292	1088.964384
293	1081.674215
294	1075.299307
295	1071.744174
296	1068.256466
297	1063.763796
298	1058.1083
299	1054.586534
300	1049.980934
301	1044.038168
302	1038.717333
303	1035.554375
304	1031.893614
305	1025.684452
306	1022.61007
307	1017.543901
308	1011.805214
309	1005.100756
310	1002.067273
311	998.5686187
312	994.5824022
313	989.5363079
314	986.5725157
315	983.3392859
316	980.5307143
317	976.0337398
318	973.2778905
319	968.1462287
320	961.0244895
321	958.3533162
322	954.6637689
323	952.0408275
324	946.6182964
325	943.0284085
326	938.2386867
327	933.7546299
328	930.1227753
329	925.8453164
330	923.3874984
331	920.8414473
332	917.6989379
333	914.8695277
334	910.3329985
335	906.4938156
336	904.0048022
337	899.9841198
338	895.9949775
339	892.0490729
340	887.343782
341	883.5235522
342	879.4887777
343	875.5989993
344	871.6950852
345	867.7258676
346	864.3014555
347	860.8106343
348	856.7705086
349	853.1709743
350	850.9149431
351	848.6831729
352	845.113119
353	841.6728641
354	838.4428309
355	836.1942902
356	831.594091
357	825.5112338
358	822.3933582
359	820.2856213
360	814.3627232
361	810.913723
362	807.7902318
363	805.7238795
364	802.3658797
365	797.1000723
366	794.2343113
367	790.8362857
368	785.8553179
369	783.078935
370	779.9577905
371	777.2476917
372	774.4017196
373	772.4786748
374	769.5553064
375	766.9257396
376	765.0518881
377	760.311864
378	758.4745603
379	753.8356654
380	748.6271759
381	746.234891
382	744.4510188
383	741.9624701
384	739.5039027
385	737.5766936
386	734.4396268
387	730.0430479
388	726.915405
389	722.6110464
390	721.1156849
391	716.901343
392	712.122285
393	708.5839983
394	704.5333847
395	698.8831529
396	697.465432
397	692.9618834
398	691.5658242
399	690.1757026
400	688.7996075
401	686.6053323
402	685.2504835
403	681.8290697
404	677.409677
405	672.1550177
406	669.8903497
407	666.0997362
408	664.0185518
409	661.8012125
410	660.165714
411	658.5484752
412	654.3666902
413	653.1356094
414	651.9169785
415	648.8868843
416	646.4886286
417	644.1198475
418	639.2324203
419	637.1355672
420	635.3362939
421	631.9317277
422	628.7058189
423	625.841901
424	623.8181656
425	620.8702757
426	618.1156023
427	616.8204956
428	614.842474
429	612.892481
430	611.489524
431	610.1052941
432	606.9157888
433	604.0860789
434	601.3983618
435	599.2514193
436	597.3792209
437	594.6361023
438	591.4106622
439	589.5794142
440	586.9220442
441	584.9822512
442	580.9269093
443	578.2564375
444	576.9796349
445	574.0965161
446	572.8457869
447	569.6159539
448	568.3910452
449	564.5048493
450	563.302079
451	560.8815868
452	557.0994133
453	554.3584844
454	551.5056577
455	549.9455239
456	547.4251842
457	543.7943
458	541.3187917
459	538.0929513
460	535.8233879
461	534.3442063
462	531.525659
463	530.0777518
464	528.6471153
465	525.6804198
466	522.6230538
467	521.2311126
468	520.1117811
469	518.4489698
470	517.0826953
471	515.7465028
472	514.11903
473	512.8080162
474	509.8671166
475	508.6352055
476	507.0462032
477	505.8348547
478	504.5298299
479	503.3418456
480	501.0766002
481	498.8498729
482	497.6473708
483	495.3853491
484	492.5762531
485	490.4139898
486	488.2885086
487	486.1991611
488	484.2253193
489	482.1954971
490	479.6290267
491	477.7246732
492	475.3060229
493	474.5551978
494	472.6174252
495	470.7823598
496	468.3329396
497	467.6057146
498	466.886217
499	464.7943298
500	462.4914926
501	460.3108921
502	459.6145912
503	458.9256953
504	457.3716111
505	455.2565737
506	454.5838338
507	453.9182574
508	452.1527737
509	450.1010105
510	449.4511021
511	447.6837996
512	447.04536
513	446.4137314
514	444.4210947
515	443.8010977
516	441.4428056
517	440.8320577
518	440.2278291
519	437.9252231
520	435.9578714
521	435.366153
522	433.4659947
523	432.8851517
524	432.3105115
525	430.6971366
526	429.1315232
527	428.5668978
528	426.6737525
529	425.0970784
530	423.7817641
531	422.1033426
532	421.557427
533	419.9678189
534	419.4315163
535	418.9009575
536	417.2661989
537	416.744831
538	415.4943219
539	413.9605446
540	413.4509784
541	411.5658901
542	411.0629657
543	410.5654407
544	408.9321485
545	407.7314055
546	407.2450008
547	405.655004
548	404.1939971
549	403.7165832
550	403.2443036
551	401.8457858
552	400.1779931
553	399.001224
554	397.4767798
555	397.021241
556	395.0222746
557	393.8807952
558	392.7568638
559	390.8044317
560	390.3620357
561	389.9239893
562	388.5072542
563	386.6047321
564	386.1746544
565	384.8785771
566	384.4536934
567	383.3764839
568	381.5029994
569	381.0859515
570	379.8283631
571	379.415979
572	377.6546133
573	377.2030484
574	376.7569079
575	376.3161133
576	374.6919389
577	374.2582715
578	373.8297616
579	372.1323617
580	371.7104881
581	371.2935991
582	369.8922086
583	369.4802188
584	367.1599374
585	365.7921389
586	364.6248058
587	362.8870236
588	361.1872561
589	359.7524215
590	358.0954187
591	356.2195078
592	355.8231122
593	354.2352734
594	353.8448649
595	353.4589753
596	353.0775467
597	351.5498097
598	349.9535836
599	348.1571429
600	346.6705163
601	345.1233707
602	343.8969973
603	342.3932784
604	342.0240347
605	340.5747271
606	339.4087409
607	337.8593575
608	337.1182705
609	335.5024437
610	334.2650289
611	332.7988708
612	331.6606646
613	330.0965215
614	329.7473445
615	328.3155562
616	327.9710996
617	327.630374
618	326.1910629
619	325.8545059
620	324.9228033
621	324.5907263
622	324.2622563
623	323.5701845
624	322.4012318
625	321.0229362
626	320.3444727
627	319.2297072
628	318.1928344
629	317.8734425
630	316.8255211
631	315.4859854
632	314.4052369
633	314.092894
634	313.4441226
635	313.1352623
636	311.8265554
637	310.8348155
638	309.8154104
639	308.8072428
640	307.5407842
641	306.8064783
642	305.8096502
643	304.5528663
644	303.8686428
645	303.0504129
646	302.7551084
647	301.7733693
648	300.8024229
649	299.9492539
650	299.6624579
651	298.9978238
652	298.0769598
653	297.1215484
654	296.2924784
655	296.0113678
656	295.0694331
657	294.2531047
658	293.9776585
659	293.0489494
660	292.2451329
661	290.1815792
662	289.3944782
663	287.8902145
664	286.8949578
665	286.0800683
666	284.5813852
667	283.8470237
668	283.0574031
669	281.5879223
670	280.8273633
671	279.7700619
672	278.7316686
673	277.5313859
674	276.342952
675	275.5990602
676	274.7998238
677	273.630086
678	272.4786923
679	271.4129664
680	270.8243803
681	270.2451806
682	268.8807767
683	268.1536989
684	266.5469771
685	265.8440848
686	264.0880622
687	263.1718784
688	262.4714558
689	260.9089851
690	260.01487
691	258.3216528
692	257.771008
693	256.1170571
694	255.248659
695	254.3949291
696	252.8891861
697	252.3944175
698	250.7977515
699	249.9673886
700	248.4123463
701	247.9301729
702	246.4142137
703	245.6061853
704	245.135037
705	243.6600741
706	243.1971149
707	242.7174061
708	241.9323647
709	241.4618771
710	240.6914708
711	239.2689665
712	238.1777244
713	237.6011803
714	237.0640167
715	236.2831571
716	235.7583447
717	235.2396787
718	234.7270787
719	234.2204657
720	233.4655583
721	232.7196047
722	232.223758
723	231.4789352
724	230.9880988
725	230.5029627
726	229.4579992
727	228.6640156
728	228.1009183
729	227.3244861
730	226.7687303
731	226.0094723
732	225.4609563
733	224.4270287
734	223.9941082
735	223.7953202
736	222.8531074
737	221.8450109
738	221.4226479
739	221.007062
740	220.1913177
741	219.2809709
742	218.8753189
743	217.8940194
744	217.0987013
745	215.8192356
746	214.9905932
747	214.5946928
748	213.3500183
749	212.3262595
750	211.975114
751	211.586814
752	210.8406642
753	210.4574322
754	209.2740234
755	208.9310311
756	208.2023872
757	207.828297
758	207.1099253
759	206.7406901
760	206.1889396
761	205.5170841
762	204.8131526
763	204.0246188
764	203.4523166
765	202.4947412
766	201.9296272
767	201.3943435
768	200.8391838
769	200.3106133
770	199.6359099
771	199.0905863
772	198.5745489
773	198.0643853
774	197.4884622
775	197.3633351
776	196.7989086
777	196.3567309
778	196.2336321
779	196.1119184
780	195.6765633
781	195.3953021
782	195.2759823
783	194.7258813
784	194.4483203
785	194.0283986
786	193.9118642
787	193.498996
788	193.225216
789	192.8190215
790	192.7049122
791	192.305472
792	192.0350642
793	191.4744143
794	191.3624289
795	190.8112825
796	190.7006482
797	190.5911568
798	190.2549618
799	189.5819791
800	189.1724142
801	189.0646234
802	188.9579455
803	188.035135
804	187.377464
805	187.0237118
806	186.6268022
807	186.5224444
808	185.6216826
809	185.2765202
810	184.4476288
811	183.810104
812	183.4742703
813	183.007184
814	182.7106841
815	181.7266506
816	181.408786
817	181.0956667
818	180.6400579
819	179.9424245
820	179.6342398
821	179.3537343
822	178.8070001
823	178.3626825
824	177.6814624
825	177.4084543
826	177.1163609
827	176.5914539
828	176.4972433
829	176.0639777
830	175.3996184
831	175.1159893
832	175.0240277
833	174.1976343
834	174.1071336
835	173.8523264
836	173.2076571
837	172.4024226
838	172.0917224
839	171.6735278
840	171.1801591
841	170.5472595
842	169.7685334
843	169.6822639
844	169.3832951
845	169.0892689
846	168.3309385
847	168.246165
848	167.6250259
849	167.3054065
850	167.0192099
851	166.6202965
852	166.0178513
853	165.2864375
854	164.8782646
855	164.6323171
856	164.2295715
857	163.8322093
858	163.5220056
859	163.1298545
860	162.7429375
861	162.3611813
862	161.9845136
863	161.7308635
864	161.3594101
865	161.074506
866	160.8060575
867	160.5238874
868	160.2448193
869	160.0100676
870	159.9330819
871	159.7011452
872	159.4246083
873	159.1280202
874	158.5137824
875	158.2505827
876	157.6457796
877	157.4034865
878	156.9045732
879	156.5255343
880	156.2990851
881	156.2252925
882	155.9455875
883	155.7227406
884	155.1324749
885	154.8555578
886	154.3407962
887	154.1206883
888	154.0496212
889	153.563556
890	153.343052
891	152.8628157
892	152.6478233
893	152.1442656
894	152.0752629
895	151.8637838
896	151.6557561
897	151.3850928
898	151.0806433
899	150.7796474
900	150.511953
901	150.2138879
902	149.9496072
903	149.6544459
904	149.4411783
905	149.148985
906	148.9378859
907	148.7293056
908	148.4396807
909	148.2332207
910	147.9465137
911	147.7421531
912	147.4583364
913	146.8000111
914	146.5429589
915	145.988683
916	145.3467344
917	144.8025181
918	144.5497455
919	144.0134263
920	143.8142775
921	143.3449372
922	143.1595849
923	142.9110359
924	142.2946453
925	142.0677521
926	141.91631
927	141.638155
928	141.3631512
929	141.0912642
930	140.8664185
931	140.6310678
932	140.0320929
933	139.8565556
934	139.5896819
935	139.3684048
936	138.7792096
937	138.6323698
938	138.0815479
939	137.9383091
940	137.3960351
941	137.1371202
942	136.920097
943	136.6636924
944	136.148092
945	135.9344155
946	135.6788948
947	135.4264067
948	134.9199632
949	134.7092952
950	134.4583303
951	134.2097017
952	133.6937787
953	133.4852753
954	133.2409735
955	132.6084779
956	132.3831648
957	132.2074884
958	131.9654217
959	131.7266538
960	131.1086354
961	130.774491
962	130.5538083
963	130.4351211
964	130.1093322
965	129.9921422
966	129.3865616
967	129.1882862
968	129.0725877
969	128.8590502
970	128.6463501
971	128.0528489
972	127.7384576
973	127.5464053
974	127.3373918
975	127.1573617
976	126.9795139
977	126.7723451
978	126.1939766
979	126.0177027
980	125.7123076
981	125.2260928
982	125.051549
983	124.8791198
984	124.3980173
985	123.8331843
986	123.6618896
987	123.4926685
988	123.3312025
989	123.1040027
990	122.5484338
991	122.2545266
992	121.966231
993	121.7559653
994	121.5348249
995	121.1954485
996	120.7285197
997	120.5707278
998	120.1120797
999	119.8311844
