iter	Passed	Remaining
195	1298	5328
196	1301	5305
197	1305	5287
198	1308	5266
199	1311	5245
200	1317	5238
201	1321	5218
202	1324	5200
203	1328	5181
204	1330	5161
205	1333	5140
206	1337	5123
207	1349	5140
208	1355	5131
209	1361	5121
210	1364	5101
211	1369	5091
212	1375	5080
213	1382	5076
214	1385	5057
215	1389	5042
216	1392	5023
217	1399	5021
218	1407	5018
219	1416	5020
220	1424	5022
221	1438	5039
222	1449	5049
223	1454	5038
224	1457	5019
225	1461	5006
226	1470	5006
227	1475	4994
228	1477	4975
229	1484	4969
230	1487	4950
231	1488	4928
232	1492	4913
233	1499	4908
234	1505	4900
235	1508	4882
236	1515	4878
237	1518	4860
238	1521	4843
239	1524	4826
240	1528	4815
241	1551	4861
242	1557	4853
243	1572	4873
244	1578	4865
245	1584	4855
246	1596	4867
247	1602	4858
248	1607	4849
249	1612	4837
250	1617	4825
251	1639	4866
252	1647	4863
253	1664	4887
254	1669	4878
255	1674	4867
256	1681	4860
257	1696	4877
258	1701	4869
259	1711	4870
260	1721	4872
261	1726	4862
262	1733	4856
263	1738	4846
264	1741	4831
265	1745	4815
266	1750	4806
267	1756	4798
268	1759	4781
269	1766	4776
270	1769	4760
271	1772	4742
272	1775	4728
273	1782	4723
274	1788	4715
275	1791	4699
276	1795	4687
277	1798	4671
278	1801	4655
279	1805	4641
280	1811	4634
281	1820	4634
282	1826	4628
283	1830	4615
284	1834	4601
285	1837	4587
286	1843	4580
287	1848	4570
288	1851	4555
289	1855	4542
290	1858	4527
291	1878	4553
292	1884	4546
293	1889	4537
294	1892	4522
295	1895	4507
296	1898	4493
297	1915	4512
298	1925	4514
299	1945	4539
300	1951	4531
301	1955	4518
302	1956	4501
303	1961	4490
304	1974	4499
305	1977	4484
306	1980	4469
307	1983	4457
308	1986	4442
309	1989	4428
310	1992	4415
311	1997	4404
312	2010	4413
313	2014	4400
314	2017	4388
315	2022	4377
316	2026	4366
317	2033	4360
318	2038	4350
319	2039	4334
320	2043	4322
321	2046	4308
322	2049	4294
323	2053	4284
324	2058	4275
325	2066	4272
326	2071	4262
327	2077	4255
328	2084	4250
329	2094	4251
330	2103	4250
331	2111	4248
332	2115	4237
333	2124	4236
334	2130	4229
335	2138	4226
336	2143	4217
337	2150	4212
338	2164	4219
339	2175	4222
340	2184	4221
341	2200	4234
342	2208	4229
343	2219	4233
344	2228	4231
345	2234	4222
346	2237	4210
347	2241	4198
348	2247	4191
349	2253	4184
350	2256	4172
351	2260	4161
352	2263	4148
353	2266	4135
354	2270	4125
355	2276	4118
356	2288	4121
357	2294	4114
358	2299	4105
359	2302	4093
360	2307	4084
361	2315	4080
362	2319	4070
363	2323	4060
364	2325	4045
365	2328	4033
366	2330	4019
367	2333	4008
368	2339	4001
369	2345	3994
370	2348	3982
371	2351	3970
372	2354	3958
373	2357	3946
374	2361	3935
375	2364	3923
376	2369	3916
377	2387	3928
378	2390	3916
379	2394	3907
380	2409	3914
381	2412	3902
382	2416	3893
383	2419	3881
384	2422	3869
385	2425	3858
386	2431	3851
387	2437	3844
388	2441	3834
389	2444	3823
390	2447	3812
391	2450	3801
392	2454	3791
393	2461	3786
394	2468	3781
395	2478	3779
396	2481	3768
397	2483	3756
398	2488	3748
399	2495	3743
400	2503	3739
401	2506	3728
402	2511	3721
403	2514	3709
404	2518	3700
405	2525	3695
406	2532	3689
407	2536	3679
408	2538	3668
409	2542	3658
410	2545	3647
411	2548	3636
412	2551	3626
413	2556	3618
414	2573	3627
415	2576	3617
416	2578	3605
417	2581	3594
418	2588	3589
419	2594	3583
420	2597	3572
421	2600	3561
422	2604	3552
423	2606	3541
424	2611	3532
425	2615	3524
426	2623	3519
427	2627	3510
428	2630	3500
429	2640	3500
430	2645	3491
431	2651	3486
432	2667	3493
433	2671	3483
434	2675	3474
435	2678	3464
436	2685	3459
437	2692	3454
438	2698	3448
439	2701	3437
440	2704	3427
441	2707	3418
442	2713	3411
443	2719	3405
444	2722	3395
445	2726	3386
446	2729	3376
447	2732	3366
448	2736	3358
449	2741	3350
450	2747	3344
451	2755	3340
452	2762	3336
453	2766	3327
454	2770	3317
455	2776	3312
456	2781	3304
457	2784	3295
458	2788	3286
459	2791	3276
460	2794	3267
461	2798	3259
462	2803	3252
463	2828	3267
464	2833	3260
465	2845	3260
466	2853	3256
467	2856	3247
468	2859	3237
469	2863	3228
470	2878	3232
471	2883	3226
472	2887	3217
473	2890	3207
474	2895	3200
475	2900	3193
476	2907	3187
477	2910	3178
478	2914	3169
479	2916	3159
480	2919	3150
481	2924	3142
482	2930	3136
483	2935	3129
484	2946	3128
485	2949	3119
486	2956	3114
487	2965	3111
488	2973	3106
489	2977	3099
490	2980	3089
491	2983	3080
492	2987	3071
493	2992	3065
494	3001	3061
495	3004	3052
496	3008	3044
497	3011	3035
498	3015	3028
499	3018	3018
500	3024	3012
501	3028	3004
502	3036	3000
503	3043	2995
504	3047	2986
505	3053	2981
506	3059	2974
507	3064	2967
508	3067	2958
509	3070	2950
510	3074	2941
511	3078	2933
512	3084	2928
513	3089	2921
514	3092	2912
515	3095	2903
516	3101	2897
517	3104	2888
518	3109	2881
519	3115	2875
520	3121	2869
521	3130	2866
522	3133	2858
523	3137	2849
524	3140	2841
525	3147	2835
526	3151	2828
527	3156	2821
528	3159	2812
529	3162	2804
530	3165	2796
531	3170	2789
532	3176	2783
533	3182	2776
534	3186	2769
535	3189	2760
536	3193	2753
537	3196	2744
538	3198	2735
539	3202	2728
540	3210	2723
541	3217	2718
542	3220	2710
543	3224	2703
544	3228	2695
545	3232	2687
546	3240	2683
547	3253	2683
548	3259	2677
549	3269	2675
550	3280	2673
551	3287	2667
552	3299	2667
553	3314	2668
554	3322	2663
555	3329	2658
556	3337	2654
557	3348	2652
558	3355	2647
559	3365	2644
560	3375	2641
561	3381	2635
562	3387	2629
563	3435	2656
564	3443	2651
565	3447	2643
566	3452	2636
567	3470	2639
568	3483	2638
569	3501	2641
570	3522	2646
571	3540	2649
572	3558	2651
573	3573	2652
574	3590	2653
575	3613	2659
576	3639	2668
577	3655	2668
578	3671	2669
579	3688	2670
580	3702	2670
581	3721	2673
582	3740	2675
583	3751	2672
584	3793	2691
585	3856	2724
586	3874	2725
587	3886	2723
588	3904	2724
589	3909	2717
590	3917	2711
591	3928	2707
592	3934	2700
593	3938	2692
594	3947	2687
595	3958	2683
596	4000	2700
597	4003	2691
598	4006	2682
599	4013	2675
600	4017	2667
601	4022	2659
602	4025	2649
603	4031	2643
604	4034	2633
605	4038	2625
606	4043	2617
607	4048	2610
608	4054	2602
609	4057	2594
610	4063	2587
611	4068	2579
612	4074	2572
613	4079	2564
614	4083	2556
615	4086	2547
616	4090	2538
617	4092	2529
618	4095	2520
619	4099	2512
620	4104	2504
621	4109	2497
622	4113	2489
623	4116	2480
624	4121	2472
625	4123	2463
626	4126	2454
627	4129	2446
628	4134	2438
629	4140	2431
630	4145	2424
631	4148	2415
632	4151	2406
633	4160	2401
634	4165	2394
635	4171	2387
636	4179	2381
637	4183	2373
638	4186	2364
639	4188	2356
640	4191	2347
641	4195	2339
642	4199	2331
643	4203	2323
644	4208	2316
645	4213	2308
646	4216	2300
647	4218	2291
648	4222	2283
649	4228	2276
650	4233	2269
651	4236	2261
652	4241	2253
653	4245	2246
654	4249	2238
655	4253	2230
656	4259	2223
657	4266	2217
658	4276	2212
659	4279	2204
660	4285	2198
661	4293	2192
662	4298	2184
663	4311	2181
664	4318	2175
665	4328	2170
666	4336	2164
667	4342	2158
668	4350	2152
669	4358	2146
670	4364	2139
671	4373	2134
672	4378	2127
673	4388	2122
674	4397	2117
675	4402	2110
676	4413	2105
677	4420	2099
678	4426	2092
679	4437	2088
680	4452	2085
681	4459	2079
682	4462	2071
683	4466	2063
684	4469	2055
685	4475	2048
686	4479	2040
687	4485	2034
688	4490	2026
689	4494	2019
690	4497	2011
691	4500	2003
692	4505	1995
693	4509	1988
694	4514	1980
695	4518	1973
696	4521	1965
697	4534	1961
698	4540	1955
699	4547	1949
700	4553	1942
701	4557	1934
702	4562	1927
703	4566	1920
704	4572	1913
705	4576	1905
706	4579	1897
707	4583	1890
708	4586	1882
709	4589	1874
710	4592	1866
711	4597	1859
712	4602	1852
713	4609	1846
714	4614	1839
715	4624	1834
716	4628	1826
717	4634	1820
718	4640	1813
719	4643	1805
720	4646	1797
721	4650	1790
722	4654	1783
723	4658	1775
724	4661	1768
725	4667	1761
726	4671	1754
727	4674	1746
728	4677	1738
729	4680	1731
730	4684	1723
731	4691	1717
732	4695	1710
733	4698	1702
734	4703	1695
735	4710	1689
736	4715	1682
737	4720	1675
738	4725	1668
739	4729	1661
740	4734	1654
741	4737	1647
742	4742	1640
743	4745	1632
744	4751	1626
745	4754	1618
746	4757	1611
747	4760	1603
748	4764	1596
749	4767	1589
750	4771	1581
751	4777	1575
752	4781	1568
753	4784	1561
754	4787	1553
755	4790	1546
756	4794	1539
757	4797	1531
758	4804	1525
759	4841	1528
760	4848	1522
761	4852	1515
762	4858	1509
763	4863	1502
764	4870	1496
765	4879	1490
766	4884	1483
767	4887	1476
768	4890	1469
769	4893	1461
770	4897	1454
771	4903	1448
772	4911	1442
773	4917	1435
774	4921	1428
775	4924	1421
776	4928	1414
777	4932	1407
778	4938	1400
779	4941	1393
780	4944	1386
781	4948	1379
782	4951	1372
783	4954	1365
784	4958	1357
785	4963	1351
786	4968	1344
787	4971	1337
788	4974	1330
789	4977	1323
790	4982	1316
791	4985	1309
792	4990	1302
793	4998	1296
794	5005	1290
795	5011	1284
796	5014	1277
797	5017	1269
798	5020	1263
799	5025	1256
800	5029	1249
801	5033	1242
802	5036	1235
803	5039	1228
804	5044	1222
805	5047	1214
806	5051	1208
807	5057	1201
808	5061	1195
809	5065	1188
810	5068	1181
811	5071	1174
812	5075	1167
813	5078	1160
814	5090	1155
815	5095	1148
816	5099	1142
817	5105	1136
818	5108	1129
819	5112	1122
820	5118	1115
821	5124	1109
822	5127	1102
823	5130	1095
824	5133	1088
825	5136	1082
826	5139	1075
827	5143	1068
828	5147	1061
829	5150	1055
830	5154	1048
831	5158	1041
832	5161	1034
833	5165	1028
834	5168	1021
835	5172	1014
836	5177	1008
837	5183	1002
838	5188	995
839	5194	989
840	5199	983
841	5203	976
842	5209	970
843	5214	963
844	5217	957
845	5221	950
846	5223	943
847	5233	938
848	5241	932
849	5248	926
850	5254	919
851	5259	913
852	5264	907
853	5275	901
854	5284	896
855	5289	889
856	5294	883
857	5301	877
858	5308	871
859	5313	864
860	5328	860
861	5340	854
862	5348	848
863	5353	842
864	5360	836
865	5366	830
866	5372	824
867	5378	817
868	5383	811
869	5388	805
870	5391	798
871	5395	791
872	5400	785
873	5406	779
874	5409	772
875	5414	766
876	5423	760
877	5432	754
878	5436	748
879	5440	741
880	5445	735
881	5449	729
882	5467	724
883	5472	718
884	5476	711
885	5479	705
886	5483	698
887	5490	692
888	5495	686
889	5498	679
890	5501	672
891	5504	666
892	5507	659
893	5512	653
894	5515	647
895	5518	640
896	5521	634
897	5526	627
898	5532	621
899	5535	615
900	5539	608
901	5541	602
902	5544	595
903	5553	589
904	5558	583
905	5562	577
906	5566	570
907	5569	564
908	5572	557
909	5575	551
910	5578	544
911	5580	538
912	5586	532
913	5589	525
914	5592	519
915	5596	513
916	5599	506
917	5601	500
918	5605	494
919	5609	487
920	5616	481
921	5621	475
922	5623	469
923	5626	462
924	5629	456
925	5632	450
926	5634	443
927	5637	437
928	5647	431
929	5653	425
930	5657	419
931	5660	413
932	5664	406
933	5667	400
934	5672	394
935	5677	388
936	5680	381
937	5683	375
938	5685	369
939	5688	363
940	5691	356
941	5694	350
942	5697	344
943	5699	338
944	5702	331
945	5706	325
946	5710	319
947	5713	313
948	5716	307
949	5718	300
950	5721	294
951	5724	288
952	5726	282
953	5729	276
954	5737	270
955	5742	264
956	5750	258
957	5753	252
958	5756	246
959	5759	239
960	5762	233
961	5771	227
962	5798	222
963	5805	216
964	5812	210
965	5816	204
966	5825	198
967	5838	192
968	5848	187
969	5853	181
970	5857	174
971	5861	168
972	5866	162
973	5869	156
974	5873	150
975	5876	144
976	5879	138
977	5883	132
978	5888	126
979	5892	120
980	5897	114
981	5900	108
982	5903	102
983	5906	96
984	5909	89
985	5912	83
986	5915	77
987	5918	71
988	5923	65
989	5928	59
990	5934	53
991	5938	47
992	5942	41
993	5945	35
994	5951	29
995	5956	23
996	5959	17
997	5962	11
998	5965	5
999	5967	0
