iter	Logloss
150	0.3848541308
151	0.3846269735
152	0.3844977303
153	0.3843286494
154	0.3841010968
155	0.383880485
156	0.3837298977
157	0.3836268623
158	0.3833489952
159	0.3831428061
160	0.3830206268
161	0.382703598
162	0.3825466037
163	0.3825178408
164	0.3823724097
165	0.382186949
166	0.3820453119
167	0.3820422261
168	0.3818663252
169	0.3815766217
170	0.3814041234
171	0.3812497185
172	0.38113851
173	0.3810260952
174	0.3808906511
175	0.3807912069
176	0.3806142555
177	0.3803987603
178	0.3802271639
179	0.3800895328
180	0.3800576948
181	0.3799942718
182	0.3797138625
183	0.3795263534
184	0.3794351733
185	0.3792582925
186	0.3790793641
187	0.3790359407
188	0.3787116805
189	0.3785606412
190	0.378543371
191	0.3784011616
192	0.3781206977
193	0.3780887677
194	0.3780111232
195	0.3778625207
196	0.3777639558
197	0.3775866711
198	0.3773370754
199	0.3773321832
200	0.3772003736
201	0.3769823519
202	0.3769212421
203	0.3767186154
204	0.3766008587
205	0.3764248219
206	0.37627336
207	0.3761915418
208	0.3760437854
209	0.3759457805
210	0.3758221579
211	0.375731382
212	0.3757102246
213	0.3755592393
214	0.3754377637
215	0.375242703
216	0.3751903037
217	0.374977988
218	0.3748827956
219	0.3747447572
220	0.3745642353
221	0.3744197336
222	0.3743918975
223	0.3742519145
224	0.3740567878
225	0.3739195949
226	0.3738131204
227	0.3737482364
228	0.3735609843
229	0.3734008567
230	0.3732292413
231	0.3732289982
232	0.3730313825
233	0.37289533
234	0.3727928171
235	0.3726770916
236	0.3725791305
237	0.372460782
238	0.3723104296
239	0.3721947637
240	0.3720501873
241	0.3718209532
242	0.3716666214
243	0.3715477675
244	0.3714753541
245	0.3713595172
246	0.3712325306
247	0.3711105583
248	0.3708635253
249	0.3707435456
250	0.370551905
251	0.3703077142
252	0.3701930102
253	0.3699958558
254	0.3698270842
255	0.3696735765
256	0.3694459988
257	0.3692729058
258	0.3691118608
259	0.3689372655
260	0.3687451359
261	0.368704785
262	0.3685828553
263	0.368437182
264	0.3683418529
265	0.3681780662
266	0.3681659675
267	0.3680798887
268	0.3680472359
269	0.3678484544
270	0.3677857905
271	0.3677842951
272	0.3676323315
273	0.3675087596
274	0.3672725972
275	0.3671431697
276	0.3669966902
277	0.366912695
278	0.3668295113
279	0.3667557846
280	0.3665912284
281	0.3664027596
282	0.3662643886
283	0.3661341561
284	0.3660565675
285	0.36594017
286	0.3658373817
287	0.3657476161
288	0.3656277596
289	0.3654528079
290	0.3652777883
291	0.3651365469
292	0.3649865919
293	0.3648854196
294	0.3646740055
295	0.3644787332
296	0.3644664823
297	0.3643968773
298	0.3642216457
299	0.3641024057
300	0.3638961039
301	0.3636529244
302	0.3636527463
303	0.363488958
304	0.3634625254
305	0.36334549
306	0.3632233848
307	0.3630269245
308	0.3629690947
309	0.3628958774
310	0.3627281407
311	0.3625994025
312	0.3625844648
313	0.362560393
314	0.3624167847
315	0.3622875092
316	0.3622654002
317	0.3620855861
318	0.3620171777
319	0.3620168722
320	0.3618898848
321	0.361831409
322	0.3617625369
323	0.3616277044
324	0.3614831659
325	0.3613300184
326	0.3612536397
327	0.361018713
328	0.3608659766
329	0.3608294105
330	0.3606842701
331	0.3606251391
332	0.3606223893
333	0.3604286184
334	0.3602564692
335	0.3601499179
336	0.3599569153
337	0.3598251308
338	0.3596795361
339	0.3596164817
340	0.3594501903
341	0.3592652212
342	0.3591461447
343	0.3589729467
344	0.358945418
345	0.3587764204
346	0.3586456902
347	0.3585344621
348	0.3583425736
349	0.3582541559
350	0.3581946533
351	0.3580787188
352	0.3580136723
353	0.3578062036
354	0.3577058864
355	0.3576029331
356	0.3575041463
357	0.3573958795
358	0.3572740916
359	0.3571454342
360	0.3569999144
361	0.3569420959
362	0.3568316617
363	0.356738117
364	0.3567365355
365	0.3566126482
366	0.3566121857
367	0.3564625527
368	0.3563609246
369	0.3561999488
370	0.3560754424
371	0.3558818364
372	0.3557706894
373	0.3556352401
374	0.3555334427
375	0.3553926654
376	0.3552600457
377	0.3552232115
378	0.3550386045
379	0.3549234568
380	0.3547232892
381	0.3546501657
382	0.3545277954
383	0.3544223085
384	0.3543720946
385	0.3542435751
386	0.3541952783
387	0.3540275557
388	0.3539191924
389	0.353767966
390	0.3536652068
391	0.353589727
392	0.353417921
393	0.353208821
394	0.3530520238
395	0.3528201267
396	0.3527412141
397	0.352634553
398	0.3525168728
399	0.352342972
400	0.3521084902
401	0.3519094572
402	0.3517778332
403	0.3516157701
404	0.3515347335
405	0.3513653707
406	0.3512999928
407	0.3512283719
408	0.35117564
409	0.3510373888
410	0.350878276
411	0.3507914693
412	0.3506110622
413	0.3504985636
414	0.3503736737
415	0.3501883963
416	0.3501869807
417	0.3500950173
418	0.3498921564
419	0.349692798
420	0.3495834219
421	0.3494859611
422	0.3493791376
423	0.3492347906
424	0.349118582
425	0.3489876613
426	0.3488518117
427	0.3487690582
428	0.3486429051
429	0.3485254274
430	0.3484603183
431	0.3483037242
432	0.3481762113
433	0.3481164918
434	0.3478757458
435	0.3477976026
436	0.3475693559
437	0.3473453501
438	0.3471870276
439	0.3471091193
440	0.3470686357
441	0.3469330011
442	0.3467689844
443	0.3466266428
444	0.3465089466
445	0.3463801433
446	0.3462250168
447	0.3460540788
448	0.3459611719
449	0.3458315115
450	0.3457308106
451	0.3455770353
452	0.3454512697
453	0.3453491205
454	0.3451179151
455	0.3449893969
456	0.3448357695
457	0.3446872448
458	0.3445858125
459	0.3444096788
460	0.3442386793
461	0.3440534383
462	0.3439423795
463	0.3438033251
464	0.3437017876
465	0.3435476547
466	0.3433482462
467	0.3431969978
468	0.3430333506
469	0.342884515
470	0.3427421558
471	0.3425796226
472	0.3424067496
473	0.3423609824
474	0.3422427238
475	0.3420516329
476	0.3418968403
477	0.3418060876
478	0.3416615948
479	0.3414673188
480	0.3412888012
481	0.34118132
482	0.3410474986
483	0.3409382077
484	0.3408349001
485	0.3406990981
486	0.3405366182
487	0.3403837443
488	0.3402304339
489	0.3401006951
490	0.3399126878
491	0.3398143712
492	0.3396722799
493	0.3395422662
494	0.3394569411
495	0.3393272658
496	0.3392085414
497	0.339036604
498	0.3389053166
499	0.3387807385
500	0.338661859
501	0.3385113908
502	0.3383440412
503	0.3382380996
504	0.3380976253
505	0.3379484396
506	0.3378773876
507	0.3377364511
508	0.3375726174
509	0.3374432048
510	0.3373061606
511	0.3371804456
512	0.3371033714
513	0.3369984449
514	0.3368516165
515	0.3367384535
516	0.3365920829
517	0.3364715434
518	0.3364113999
519	0.3363214309
520	0.3361856156
521	0.336101057
522	0.3360165024
523	0.3358877919
524	0.3357320184
525	0.3356134542
526	0.3354948764
527	0.3353890156
528	0.3353033743
529	0.3351878668
530	0.3350882067
531	0.334984287
532	0.3348427623
533	0.3347196947
534	0.3345699758
535	0.3344556394
536	0.3343599604
537	0.3342475463
538	0.3341399949
539	0.334046716
540	0.3339525822
541	0.3338955206
542	0.3337627698
543	0.3336349473
544	0.3335052726
545	0.3333795501
546	0.3332999651
547	0.3332052505
548	0.3330774724
549	0.3329434683
550	0.3328233747
551	0.3327161618
552	0.3326149362
553	0.3324856353
554	0.3323767117
555	0.3322329127
556	0.3321233161
557	0.3320121125
558	0.3319132732
559	0.3318408283
560	0.3317172161
561	0.3315742327
562	0.3314949686
563	0.3314348453
564	0.3313591365
565	0.3312844826
566	0.3311730615
567	0.3310500951
568	0.3308684655
569	0.3307042374
570	0.3305854717
571	0.3304189154
572	0.3303064941
573	0.3301779747
574	0.3300808405
575	0.3299564662
576	0.3298653473
577	0.3297053497
578	0.3296459739
579	0.3295776175
580	0.3295271058
581	0.329363761
582	0.3292328775
583	0.3291098657
584	0.3289837262
585	0.3288803602
586	0.3287269294
587	0.3286075175
588	0.3284548352
589	0.3283429296
590	0.3282779166
591	0.3281216434
592	0.3280450047
593	0.3278924668
594	0.327805703
595	0.3276433959
596	0.3275820397
597	0.3275232295
598	0.3273678696
599	0.32721913
600	0.3270650353
601	0.3269979571
602	0.3268625328
603	0.3267598162
604	0.3267030772
605	0.3265507486
606	0.3264942536
607	0.3263645936
608	0.326222164
609	0.3261532274
610	0.3260545665
611	0.3258730352
612	0.3257189461
613	0.3256037224
614	0.3255480384
615	0.3254682575
616	0.3253470082
617	0.3252017659
618	0.324977782
619	0.3248828672
620	0.3247725711
621	0.3246920068
622	0.3246239241
623	0.3244699899
624	0.3243561996
625	0.3242417699
626	0.3241264968
627	0.3239510071
628	0.3238189615
629	0.3236082222
630	0.3234899049
631	0.323392585
632	0.3233472798
633	0.3232052606
634	0.323118092
635	0.3229849319
636	0.3228670834
637	0.3227531983
638	0.3226169621
639	0.3224932371
640	0.3223689663
641	0.3222471329
642	0.3221430693
643	0.3220295477
644	0.3218857205
645	0.3218084772
646	0.3217005922
647	0.3215923923
648	0.3213988454
649	0.3212533527
650	0.3211285776
651	0.3210656109
652	0.3209419455
653	0.3208353676
654	0.3207267462
655	0.3206062041
656	0.3205481608
657	0.3204323046
658	0.3203447949
659	0.3202895323
660	0.320137267
661	0.3199813945
662	0.3199381958
663	0.3198103837
664	0.3196709898
665	0.3195687961
666	0.3193716949
667	0.3192644722
668	0.3191501663
669	0.3190171454
670	0.3188872367
671	0.3187623764
672	0.3186333368
673	0.3185788804
674	0.3184441271
675	0.318358172
676	0.3182660205
677	0.3181404355
678	0.3180033771
679	0.3178878673
680	0.317775096
681	0.3176865224
682	0.317539362
683	0.3173767666
684	0.3173070729
685	0.3171575765
686	0.3170540684
687	0.3170180371
688	0.3168751032
689	0.3167408513
690	0.3166423669
691	0.3165900099
692	0.3164800222
693	0.3164061639
694	0.3162549721
695	0.3161540228
696	0.3160924944
697	0.3159389354
698	0.3158107567
699	0.3156913474
700	0.3155750743
701	0.3154761962
702	0.3154181713
703	0.315274525
704	0.3151789211
705	0.3151310584
706	0.3149805308
707	0.3149253156
708	0.3148309592
709	0.314698104
710	0.3146520377
711	0.3145461833
712	0.3144559697
713	0.314408656
714	0.3142567831
715	0.3141824071
716	0.3140606423
717	0.313983646
718	0.3138441383
719	0.3137253924
720	0.3136007536
721	0.3134774577
722	0.313359294
723	0.3132823443
724	0.3131627711
725	0.3130430693
726	0.3129686852
727	0.3128304112
728	0.3127601197
729	0.3126539713
730	0.3125573241
731	0.3124881776
732	0.3123652095
733	0.3122006286
734	0.3120462841
735	0.3119948623
736	0.3118690755
737	0.3117514428
738	0.3116245427
739	0.3114934071
740	0.311381128
741	0.3112476267
742	0.3111974468
743	0.3110674735
744	0.3109964655
745	0.3108954773
746	0.3108070015
747	0.3107017319
748	0.3105477458
749	0.3104837054
750	0.3103559339
751	0.3102910744
752	0.3102361389
753	0.3101642129
754	0.3099970754
755	0.3098745082
756	0.3097697867
757	0.3096833173
758	0.3096182219
759	0.3095368245
760	0.3094424494
761	0.3094133764
762	0.3092849959
763	0.3092243442
764	0.3091209616
765	0.3090445749
766	0.3089820139
767	0.3088972987
768	0.308785295
769	0.3086856813
770	0.3085947822
771	0.3085304372
772	0.3084462444
773	0.3083523093
774	0.3082590406
775	0.3081635607
776	0.3080709822
777	0.3079537147
778	0.3078136213
779	0.3077394208
780	0.3076110489
781	0.3075076474
782	0.3074278911
783	0.3073677189
784	0.3073078969
785	0.3072366036
786	0.3071143743
787	0.3069820403
788	0.3068700701
789	0.3067733242
790	0.3066386714
791	0.3065546136
792	0.3064737709
793	0.3063666787
794	0.3062756916
795	0.3061864696
796	0.3061025352
797	0.3060516732
798	0.3060037614
799	0.3059497323
800	0.3058512688
801	0.3057436611
802	0.3056930993
803	0.3055458557
804	0.3054502844
805	0.3053741494
806	0.3053001428
807	0.3052163122
808	0.3051049166
809	0.3049804833
810	0.3049214356
811	0.3048462373
812	0.3046508506
813	0.3045572901
814	0.3044997282
815	0.3044319415
816	0.304346432
817	0.3042207249
818	0.3041027678
819	0.3039871008
820	0.3038852857
821	0.3038399351
822	0.3037714992
823	0.3036165545
824	0.3035338166
825	0.3034450617
826	0.3034147584
827	0.3033451736
828	0.3033012001
829	0.303235505
830	0.3031199813
831	0.3030374625
832	0.3029267856
833	0.3027858031
834	0.3026957623
835	0.3026260191
836	0.3025570048
837	0.3024414435
838	0.3023979479
839	0.3023255089
840	0.3022317751
841	0.3020959333
842	0.3020127197
843	0.3019280933
844	0.301811603
845	0.3017014625
846	0.3016249484
847	0.3015415069
848	0.301463144
849	0.3013641297
850	0.3012709764
851	0.3011886982
852	0.3010777758
853	0.300930871
854	0.3008492093
855	0.3007717898
856	0.3006905864
857	0.3005692673
858	0.3004536736
859	0.3003990136
860	0.3003426816
861	0.3002957317
862	0.3001801241
863	0.3000514649
864	0.2999287383
865	0.299822015
866	0.2997417892
867	0.2996470468
868	0.2995716823
869	0.299460558
870	0.2993352811
871	0.2992585314
872	0.299168562
873	0.299102297
874	0.2989634848
875	0.2988852632
876	0.2988095805
877	0.2987008078
878	0.298627526
879	0.2985823954
880	0.2985378469
881	0.2984175375
882	0.2983089849
883	0.2982252092
884	0.2980963804
885	0.2979884029
886	0.2978782608
887	0.2978520093
888	0.297724328
889	0.2976563772
890	0.2975862075
891	0.2975452622
892	0.29747132
893	0.2974181445
894	0.2973071581
895	0.2972008725
896	0.2970940052
897	0.2969960667
898	0.2969576218
899	0.2968437601
900	0.296777709
901	0.2966814468
902	0.2965977104
903	0.2965138154
904	0.2964441821
905	0.2964050563
906	0.2963293956
907	0.2962558414
908	0.2961723907
909	0.2960939209
910	0.2960564834
911	0.2959626129
912	0.2958565466
913	0.2957854206
914	0.2956758819
915	0.2955865376
916	0.2954849935
917	0.2953942659
918	0.2952961506
919	0.2952213811
920	0.2951597336
921	0.295078079
922	0.2949921471
923	0.2949239275
924	0.2948764907
925	0.2947151228
926	0.2946857494
927	0.2945972165
928	0.2945146743
929	0.2944364982
930	0.294375458
931	0.2943027444
932	0.294226726
933	0.2941124489
934	0.2940387405
935	0.2939355887
936	0.2938675606
937	0.2937935614
938	0.293654689
939	0.2935800576
940	0.2935090603
941	0.2934838614
942	0.2933828067
943	0.2933040231
944	0.2931929324
945	0.2930908342
946	0.2930057987
947	0.2929661686
948	0.2928915641
949	0.2928210412
950	0.2927284318
951	0.2926263823
952	0.2925806469
953	0.2924894631
954	0.2923882542
955	0.2923335559
956	0.292294011
957	0.2922228395
958	0.2921156262
959	0.2920662424
960	0.2920395022
961	0.2919430982
962	0.2918162096
963	0.2917924506
964	0.2917457264
965	0.2916237736
966	0.2915612293
967	0.2914662287
968	0.2914374619
969	0.2913449682
970	0.2912786558
971	0.2911866699
972	0.2910865231
973	0.2909902432
974	0.290922466
975	0.2908548562
976	0.2907946441
977	0.2906853566
978	0.2905983799
979	0.2905124812
980	0.2904596278
981	0.2903562062
982	0.2902730454
983	0.2900904171
984	0.2899940238
985	0.2899185348
986	0.2897433583
987	0.2897080328
988	0.2896542729
989	0.289557902
990	0.2894933625
991	0.2894115264
992	0.2893075582
993	0.289235726
994	0.2891700311
995	0.2890866477
996	0.289035293
997	0.2889105845
998	0.2888564635
999	0.2887914264
